business_name,phone,email,address,website,category,rating,review_count,price_range,neighborhood,hours,description,scraped_date,source,email_verified,email_verification_status,email_verification_confidence
Premier Interior Designer Group Darwin #63,(525) 653-3733,contact@premierinterior designer89.com,"1773 Madison Street, Darwin, NY",https://premierinterior designer89.com,Interior Designer Group,3.7,143,$$,West Side,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional interior designer group serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Metro Interior Designer Center Darwin #64,(989) 308-7248,contact@metrointerior designer867.com,"1747 Washington Street, Darwin, NY",https://metrointerior designer867.com,Interior Designer Center,3.7,579,$$$,Central District,Daily: 10AM-10PM,Professional interior designer center serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Elite Interior Designer Services Darwin #65,(446) 501-7749,office@eliteinterior designer496.com,"1248 Maple Avenue, Darwin, NY",https://eliteinterior designer496.com,Interior Designer Specialist,4.0,509,$,North End,Daily: 10AM-10PM,Professional interior designer specialist serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
City Interior Designer Solutions Darwin #66,(628) 262-4622,team@cityinterior designer624.com,"583 Park Avenue, Darwin, NY",https://cityinterior designer624.com,Interior Designer Solutions,4.0,410,$$,Midtown,"Mon-Thu: 9AM-6PM, Fri-Sat: 9AM-8PM",Professional interior designer solutions serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Advanced Interior Designer Co Darwin #67,(953) 643-2085,info@advancedinterior designer804.com,"6547 Madison Street, Darwin, NY",https://advancedinterior designer804.com,Interior Designer Company,4.1,695,$$$,Midtown,Mon-Sun: 24/7,Professional interior designer company serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Quality Interior Designer Services Darwin #68,(951) 939-8907,office@qualityinterior designer43.com,"4853 Jefferson Drive, Darwin, NY",https://qualityinterior designer43.com,Interior Designer Provider,3.7,248,$$$,East Side,Mon-Sun: 24/7,Professional interior designer provider serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Reliable Interior Designer Group Darwin #69,(660) 275-6846,welcome@reliableinterior designer184.com,"4194 Park Avenue, Darwin, NY",https://reliableinterior designer184.com,Interior Designer Group,4.2,28,$$$,Midtown,Tue-Sat: 9AM-7PM,Professional interior designer group serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Top Interior Designer Professionals Darwin #70,(308) 381-4602,connect@topinterior designer5.com,"5466 Washington Street, Darwin, NY",https://topinterior designer5.com,Interior Designer Professional,4.1,74,$,Midtown,Mon-Sat: 8AM-8PM,Professional interior designer professional serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Professional Interior Designer Darwin #71,(628) 334-8088,connect@interior designerservices4.com,"6684 Washington Street, Darwin, NY",https://interior designerservices4.com,Interior Designer Services,3.8,696,$$,East Side,Mon-Sat: 8AM-8PM,Professional interior designer services serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Expert Interior Designer Solutions Darwin #72,(808) 519-5549,office@expertinterior designer997.com,"8980 Roosevelt Avenue, Darwin, NY",https://expertinterior designer997.com,Interior Designer Expert,5.0,351,$,Uptown,Daily: 10AM-10PM,Professional interior designer expert serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Premier Interior Designer Group Darwin #73,(271) 351-3372,admin@premierinterior designer772.com,"4003 Roosevelt Avenue, Darwin, NY",https://premierinterior designer772.com,Interior Designer Group,4.2,307,$$$,North End,Daily: 10AM-10PM,Professional interior designer group serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Metro Interior Designer Center Darwin #74,(439) 706-5350,welcome@metrointerior designer417.com,"1299 Center Street, Darwin, NY",https://metrointerior designer417.com,Interior Designer Center,4.7,79,$$$$,East Side,Mon-Sat: 8AM-8PM,Professional interior designer center serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Elite Interior Designer Services Darwin #75,(693) 459-4924,office@eliteinterior designer787.com,"1456 Second Street, Darwin, NY",https://eliteinterior designer787.com,Interior Designer Specialist,4.5,149,$$$,South District,Mon-Fri: 9AM-6PM,Professional interior designer specialist serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
City Interior Designer Solutions Darwin #76,(750) 454-7788,service@cityinterior designer830.com,"9871 Franklin Boulevard, Darwin, NY",https://cityinterior designer830.com,Interior Designer Solutions,4.8,88,$$$,Uptown,Mon-Fri: 9AM-6PM,Professional interior designer solutions serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Advanced Interior Designer Co Darwin #77,(374) 601-7706,support@advancedinterior designer734.com,"5085 Center Street, Darwin, NY",https://advancedinterior designer734.com,Interior Designer Company,4.9,231,$$,East Side,Mon-Fri: 9AM-6PM,Professional interior designer company serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Quality Interior Designer Services Darwin #78,(648) 889-7560,welcome@qualityinterior designer808.com,"8920 Park Avenue, Darwin, NY",https://qualityinterior designer808.com,Interior Designer Provider,3.7,168,$$,North End,Mon-Sun: 24/7,Professional interior designer provider serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Reliable Interior Designer Group Darwin #79,(262) 682-7294,office@reliableinterior designer572.com,"1607 Business Boulevard, Darwin, NY",https://reliableinterior designer572.com,Interior Designer Group,4.8,156,$$,West Side,Tue-Sat: 9AM-7PM,Professional interior designer group serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
Top Interior Designer Professionals Darwin #80,(657) 354-5587,service@topinterior designer430.com,"8769 Kennedy Street, Darwin, NY",https://topinterior designer430.com,Interior Designer Professional,3.6,299,$$,Uptown,Mon-Sat: 8AM-8PM,Professional interior designer professional serving Darwin and surrounding areas,2025-09-10 17:54:28,Yelp,False,unknown,n/a
